,date,method,class_1,class_2,class_3,class_4
2103,7/30/2021,PET (4),0,0,0,138
2104,7/30/2021,tOPS,0,0,0,138
2105,8/2/2021,Fixed (20),0,0,0,21
2106,8/2/2021,Fixed (4),0,0,0,21
2107,8/2/2021,Hist Prev (20),0,0,0,21
2108,8/2/2021,Hist Prev (4),0,0,0,21
2109,8/2/2021,Individual,0,0,0,21
2110,8/2/2021,PET (20),0,0,0,21
2111,8/2/2021,PET (4),0,0,0,21
2112,8/2/2021,tOPS,0,0,0,21
2113,8/3/2021,Fixed (20),0,3,39,119
2114,8/3/2021,Fixed (4),0,15,8,119
2115,8/3/2021,Hist Prev (20),0,15,8,119
2116,8/3/2021,Hist Prev (4),0,15,8,119
2117,8/3/2021,Individual,0,0,0,178
2118,8/3/2021,PET (20),5,2,20,119
2119,8/3/2021,PET (4),5,11,8,119
2120,8/3/2021,tOPS,0,10,12,119
2121,8/4/2021,Fixed (20),0,2,0,37
2122,8/4/2021,Fixed (4),0,8,0,37
2123,8/4/2021,Hist Prev (20),0,4,0,37
2124,8/4/2021,Hist Prev (4),0,8,0,37
2125,8/4/2021,Individual,0,0,0,68
2126,8/4/2021,PET (20),3,1,0,37
2127,8/4/2021,PET (4),3,5,0,37
2128,8/4/2021,tOPS,0,2,0,37
2129,8/5/2021,Fixed (20),0,2,0,154
2130,8/5/2021,Fixed (4),0,7,0,154
2131,8/5/2021,Hist Prev (20),0,4,0,154
2132,8/5/2021,Hist Prev (4),0,7,0,154
2133,8/5/2021,Individual,0,0,0,182
2134,8/5/2021,PET (20),3,1,0,154
2135,8/5/2021,PET (4),3,4,0,154
2136,8/5/2021,tOPS,0,2,0,154
2137,8/6/2021,Fixed (20),0,2,0,115
2138,8/6/2021,Fixed (4),0,10,0,115
2139,8/6/2021,Hist Prev (20),0,5,0,115
2140,8/6/2021,Hist Prev (4),0,10,0,115
2141,8/6/2021,Individual,0,0,0,153
2142,8/6/2021,PET (20),4,1,0,115
2143,8/6/2021,PET (4),4,6,0,115
2144,8/6/2021,tOPS,0,2,0,115
2145,8/9/2021,Fixed (20),0,4,78,44
2146,8/9/2021,Fixed (4),0,20,28,44
2147,8/9/2021,Hist Prev (20),0,20,28,44
2148,8/9/2021,Hist Prev (4),0,20,28,44
2149,8/9/2021,Individual,0,0,0,122
2150,8/9/2021,PET (20),7,14,26,44
2151,8/9/2021,PET (4),7,14,24,45
2152,8/9/2021,tOPS,0,20,28,44
2153,8/10/2021,Fixed (20),0,6,48,35
2154,8/10/2021,Fixed (4),0,25,28,35
2155,8/10/2021,Hist Prev (20),0,15,33,35
2156,8/10/2021,Hist Prev (4),0,25,28,35
2157,8/10/2021,Individual,0,0,0,133
2158,8/10/2021,PET (20),9,6,38,36
2159,8/10/2021,PET (4),9,17,22,36
2160,8/10/2021,tOPS,0,17,27,36
2161,8/11/2021,Fixed (20),0,2,0,146
2162,8/11/2021,Fixed (4),0,6,0,147
2163,8/11/2021,Hist Prev (20),0,3,0,146
2164,8/11/2021,Hist Prev (4),0,6,0,147
2165,8/11/2021,Individual,0,0,0,171
2166,8/11/2021,PET (20),3,1,0,146
2167,8/11/2021,PET (4),3,4,0,146
2168,8/11/2021,tOPS,0,2,0,146
2169,8/12/2021,Fixed (20),0,7,0,191
2170,8/12/2021,Fixed (4),0,33,0,191
2171,8/12/2021,Hist Prev (20),0,15,0,191
2172,8/12/2021,Hist Prev (4),0,33,0,191
2173,8/12/2021,Individual,0,0,0,322
2174,8/12/2021,PET (20),11,4,0,191
2175,8/12/2021,PET (4),11,24,0,191
2176,8/12/2021,tOPS,0,7,0,191
2177,8/13/2021,Fixed (20),0,5,85,193
2178,8/13/2021,Fixed (4),0,21,52,194
2179,8/13/2021,Hist Prev (20),0,21,52,194
2180,8/13/2021,Hist Prev (4),0,21,52,194
2181,8/13/2021,Individual,0,0,0,278
2182,8/13/2021,PET (20),8,15,42,194
2183,8/13/2021,PET (4),8,15,39,194
2184,8/13/2021,tOPS,0,25,45,195
2185,8/16/2021,Fixed (20),0,0,0,83
2186,8/16/2021,Fixed (4),0,0,0,83
2187,8/16/2021,Hist Prev (20),0,0,0,83
2188,8/16/2021,Hist Prev (4),0,0,0,83
2189,8/16/2021,Individual,0,0,0,83
2190,8/16/2021,PET (20),0,0,0,83
2191,8/16/2021,PET (4),0,0,0,83
2192,8/16/2021,tOPS,0,0,0,83
2193,8/17/2021,Fixed (20),0,8,20,95
2194,8/17/2021,Fixed (4),0,37,4,95
2195,8/17/2021,Hist Prev (20),0,17,9,95
2196,8/17/2021,Hist Prev (4),0,37,4,95
2197,8/17/2021,Individual,0,0,0,242
2198,8/17/2021,PET (20),13,5,20,95
2199,8/17/2021,PET (4),13,27,4,95
2200,8/17/2021,tOPS,0,12,13,95
2201,8/18/2021,Fixed (20),0,4,0,144
2202,8/18/2021,Fixed (4),0,17,0,144
2203,8/18/2021,Hist Prev (20),0,8,0,144
2204,8/18/2021,Hist Prev (4),0,17,0,144
2205,8/18/2021,Individual,0,0,0,210
2206,8/18/2021,PET (20),6,2,0,144
2207,8/18/2021,PET (4),6,12,0,144
2208,8/18/2021,tOPS,0,4,0,144
2209,8/19/2021,Fixed (20),0,3,0,77
2210,8/19/2021,Fixed (4),0,14,0,78
2211,8/19/2021,Hist Prev (20),0,7,0,77
2212,8/19/2021,Hist Prev (4),0,14,0,78
2213,8/19/2021,Individual,0,0,0,134
2214,8/19/2021,PET (20),5,2,0,77
2215,8/19/2021,PET (4),5,10,0,77
2216,8/19/2021,tOPS,0,3,0,77
2217,8/20/2021,Fixed (20),0,7,51,198
2218,8/20/2021,Fixed (4),0,30,19,199
2219,8/20/2021,Hist Prev (20),0,21,19,198
2220,8/20/2021,Hist Prev (4),0,30,19,199
2221,8/20/2021,Individual,0,0,0,318
2222,8/20/2021,PET (20),11,11,15,198
2223,8/20/2021,PET (4),11,21,15,198
2224,8/20/2021,tOPS,0,13,24,198
2225,8/23/2021,Fixed (20),0,4,0,80
2226,8/23/2021,Fixed (4),0,18,0,81
2227,8/23/2021,Hist Prev (20),0,8,0,81
2228,8/23/2021,Hist Prev (4),0,18,0,81
2229,8/23/2021,Individual,0,0,0,153
2230,8/23/2021,PET (20),7,2,0,80
2231,8/23/2021,PET (4),7,13,0,80
2232,8/23/2021,tOPS,0,4,0,80
2233,8/24/2021,Fixed (20),0,25,110,79
2234,8/24/2021,Fixed (4),0,119,30,79
2235,8/24/2021,Hist Prev (20),0,60,45,79
2236,8/24/2021,Hist Prev (4),0,119,30,79
2237,8/24/2021,Individual,0,0,0,551
2238,8/24/2021,PET (20),41,36,40,79
2239,8/24/2021,PET (4),41,86,26,79
2240,8/24/2021,tOPS,0,46,57,79
2241,8/25/2021,Fixed (20),0,17,69,427
2242,8/25/2021,Fixed (4),0,78,28,429
2243,8/25/2021,Hist Prev (20),0,39,38,428
2244,8/25/2021,Hist Prev (4),0,78,28,429
2245,8/25/2021,Individual,0,0,0,741
2246,8/25/2021,PET (20),27,15,37,427
2247,8/25/2021,PET (4),27,58,25,428
2248,8/25/2021,tOPS,0,26,53,427
2249,8/26/2021,Fixed (20),0,17,40,178
2250,8/26/2021,Fixed (4),0,83,8,179
2251,8/26/2021,Hist Prev (20),0,37,18,178
2252,8/26/2021,Hist Prev (4),0,83,8,179
2253,8/26/2021,Individual,0,0,0,511
2254,8/26/2021,PET (20),28,12,40,178
2255,8/26/2021,PET (4),28,62,8,179
2256,8/26/2021,tOPS,0,24,28,178
2257,8/27/2021,Fixed (20),0,25,100,148
2258,8/27/2021,Fixed (4),0,117,56,149
2259,8/27/2021,Hist Prev (20),0,69,61,149
2260,8/27/2021,Hist Prev (4),0,117,56,149
2261,8/27/2021,Individual,0,0,0,614
2262,8/27/2021,PET (20),40,34,62,149
2263,8/27/2021,PET (4),40,91,46,150
2264,8/27/2021,tOPS,0,47,62,149
2265,8/30/2021,Fixed (20),0,20,140,80
2266,8/30/2021,Fixed (4),0,99,36,81
2267,8/30/2021,Hist Prev (20),0,44,72,81
2268,8/30/2021,Hist Prev (4),0,99,36,81
2269,8/30/2021,Individual,0,0,0,477
2270,8/30/2021,PET (20),34,36,54,80
2271,8/30/2021,PET (4),34,73,33,80
2272,8/30/2021,tOPS,0,50,66.5,80
2273,8/31/2021,Fixed (20),0,40,271,130
2274,8/31/2021,Fixed (4),0,199,126,130
2275,8/31/2021,Hist Prev (20),0,120,144,130
2276,8/31/2021,Hist Prev (4),0,209,114,130
2277,8/31/2021,Individual,0,0,0,921
2278,8/31/2021,PET (20),67,69,142,131
2279,8/31/2021,PET (4),67,154,105,131
2280,8/31/2021,tOPS,0,97,171,131
2281,9/1/2021,Fixed (20),0,114,1057,91
2282,9/1/2021,Fixed (4),0,569,264,92
2283,9/1/2021,Hist Prev (20),0,351,477,92
2284,9/1/2021,Hist Prev (4),0,606,253,92
2285,9/1/2021,Individual,0,0,0,2368
2286,9/1/2021,PET (20),191,243,369,91
2287,9/1/2021,PET (4),191,425,248,92
2288,9/1/2021,tOPS,0,326,448,91
2289,9/2/2021,Fixed (20),0,26,288,181
2290,9/2/2021,Fixed (4),0,124,88,181
2291,9/2/2021,Hist Prev (20),0,59,160,181
2292,9/2/2021,Hist Prev (4),0,124,88,181
2293,9/2/2021,Individual,0,0,0,676
2294,9/2/2021,PET (20),42,74,100,182
2295,9/2/2021,PET (4),42,91,83,182
2296,9/2/2021,tOPS,0,87,117,182
2297,9/3/2021,Fixed (20),0,36,193,60
2298,9/3/2021,Fixed (4),0,176,76,61
2299,9/3/2021,Hist Prev (20),0,100,106,61
2300,9/3/2021,Hist Prev (4),0,176,76,61
2301,9/3/2021,Individual,0,0,0,764
2302,9/3/2021,PET (20),60,46,94,61
2303,9/3/2021,PET (4),60,130,61,62
2304,9/3/2021,tOPS,0,78,108,62
2305,9/7/2021,Fixed (20),0,21,140,257
2306,9/7/2021,Fixed (4),0,103,32,258
2307,9/7/2021,Hist Prev (20),0,46,71,257
2308,9/7/2021,Hist Prev (4),0,103,32,258
2309,9/7/2021,Individual,0,0,0,670
2310,9/7/2021,PET (20),35,38,54,257
2311,9/7/2021,PET (4),35,77,30,257
2312,9/7/2021,tOPS,0,52,64,257
2313,9/8/2021,Fixed (20),0,24,217,260
2314,9/8/2021,Fixed (4),0,119,72,261
2315,9/8/2021,Hist Prev (20),0,61,113,261
2316,9/8/2021,Hist Prev (4),0,119,72,261
2317,9/8/2021,Individual,0,0,0,736
2318,9/8/2021,PET (20),40,53,89,260
2319,9/8/2021,PET (4),40,92,64,260
2320,9/8/2021,tOPS,0,72,99,260
2321,9/9/2021,Fixed (20),0,40,178,157
2322,9/9/2021,Fixed (4),0,198,50,157
2323,9/9/2021,Hist Prev (20),0,129,55,157
2324,9/9/2021,Hist Prev (4),0,209,45,157
2325,9/9/2021,Individual,0,0,0,944
2326,9/9/2021,PET (20),67,48,86,157
2327,9/9/2021,PET (4),67,145,45,158
2328,9/9/2021,tOPS,0,74,88,157
2329,9/10/2021,Fixed (20),0,37,277,177
2330,9/10/2021,Fixed (4),0,185,68,177
2331,9/10/2021,Hist Prev (20),0,93,123,178
2332,9/10/2021,Hist Prev (4),0,185,68,177
2333,9/10/2021,Individual,0,0,0,914
2334,9/10/2021,PET (20),62,75,97,177
2335,9/10/2021,PET (4),62,137,63,178
2336,9/10/2021,tOPS,0,93,123,178
2337,9/13/2021,Fixed (20),0,35,136,232
2338,9/13/2021,Fixed (4),0,172,28,232
2339,9/13/2021,Hist Prev (20),0,81,63,232
2340,9/13/2021,Hist Prev (4),0,172,28,232
2341,9/13/2021,Individual,0,0,0,920
2342,9/13/2021,PET (20),58,50,56,233
2343,9/13/2021,PET (4),58,127,26,232
2344,9/13/2021,tOPS,0,49,98,232
2345,9/14/2021,Fixed (20),0,30,72,156
2346,9/14/2021,Fixed (4),0,141,16,158
2347,9/14/2021,Hist Prev (20),0,75,26,157
2348,9/14/2021,Hist Prev (4),0,141,16,158
2349,9/14/2021,Individual,0,0,0,722
2350,9/14/2021,PET (20),49,20,40,156
2351,9/14/2021,PET (4),49,104,16,157
2352,9/14/2021,tOPS,0,43,46,156
2353,9/15/2021,Fixed (20),0,35,254,132
2354,9/15/2021,Fixed (4),0,162,84,133
2355,9/15/2021,Hist Prev (20),0,101,108,132
2356,9/15/2021,Hist Prev (4),0,166,82,133
2357,9/15/2021,Individual,0,0,0,777
2358,9/15/2021,PET (20),56,55,98,133
2359,9/15/2021,PET (4),56,118,74,134
2360,9/15/2021,tOPS,0,86,122,132
2361,9/16/2021,Fixed (20),0,33,140,245
2362,9/16/2021,Fixed (4),0,158,36,246
2363,9/16/2021,Hist Prev (20),0,96,44,245
2364,9/16/2021,Hist Prev (4),0,163,34,246
2365,9/16/2021,Individual,0,0,0,877
2366,9/16/2021,PET (20),54,38,71,244
2367,9/16/2021,PET (4),54,116,33,244
2368,9/16/2021,tOPS,0,56,69,245
2369,9/17/2021,Fixed (20),0,38,391,121
2370,9/17/2021,Fixed (4),0,181,131,121
2371,9/17/2021,Hist Prev (20),0,127,169,122
2372,9/17/2021,Hist Prev (4),0,185,129,122
2373,9/17/2021,Individual,0,0,0,844
2374,9/17/2021,PET (20),62,86,141,121
2375,9/17/2021,PET (4),62,132,119,122
2376,9/17/2021,tOPS,0,121,170,121
2377,9/20/2021,Fixed (20),0,26,114,105
2378,9/20/2021,Fixed (4),0,129,46,105
2379,9/20/2021,Hist Prev (20),0,70,57,104
2380,9/20/2021,Hist Prev (4),0,133,42,105
2381,9/20/2021,Individual,0,0,0,619
2382,9/20/2021,PET (20),44,41,54,104
2383,9/20/2021,PET (4),44,99,38,104
2384,9/20/2021,tOPS,0,54,69,104
2385,9/21/2021,Fixed (20),0,33,159,481
2386,9/21/2021,Fixed (4),0,158,71,482
2387,9/21/2021,Hist Prev (20),0,93,76,481
2388,9/21/2021,Hist Prev (4),0,158,71,482
2389,9/21/2021,Individual,0,0,0,1113
2390,9/21/2021,PET (20),54,52,77,482
2391,9/21/2021,PET (4),54,125,61,482
2392,9/21/2021,tOPS,0,61,87,481
2393,9/22/2021,Fixed (20),0,32,231,117
2394,9/22/2021,Fixed (4),0,157,88,117
2395,9/22/2021,Hist Prev (20),0,109,103,118
2396,9/22/2021,Hist Prev (4),0,163,87,117
2397,9/22/2021,Individual,0,0,0,742
2398,9/22/2021,PET (20),54,53,114,116
2399,9/22/2021,PET (4),54,115,79,116
2400,9/22/2021,tOPS,0,79,109,117
2401,9/23/2021,Fixed (20),0,20,165,251
2402,9/23/2021,Fixed (4),0,95,52,252
2403,9/23/2021,Hist Prev (20),0,60,67,252
2404,9/23/2021,Hist Prev (4),0,95,52,252
2405,9/23/2021,Individual,0,0,0,632
2406,9/23/2021,PET (20),33,44,58,251
2407,9/23/2021,PET (4),33,70,48,251
2408,9/23/2021,tOPS,0,57,70,252
2409,9/24/2021,Fixed (20),0,31,180,90
2410,9/24/2021,Fixed (4),0,155,52,90
2411,9/24/2021,Hist Prev (20),0,105,57,90
2412,9/24/2021,Hist Prev (4),0,155,52,90
2413,9/24/2021,Individual,0,0,0,708
2414,9/24/2021,PET (20),53,48,72,91
2415,9/24/2021,PET (4),53,114,47.5,91
2416,9/24/2021,tOPS,0,67,79,90
2417,9/27/2021,Fixed (20),0,27,200,52
2418,9/27/2021,Fixed (4),0,129,52,52
2419,9/27/2021,Hist Prev (20),0,72,90,53
2420,9/27/2021,Hist Prev (4),0,134,50,53
2421,9/27/2021,Individual,0,0,0,566
2422,9/27/2021,PET (20),44,50,76,52
2423,9/27/2021,PET (4),44,95,49,54
2424,9/27/2021,tOPS,0,62,97,52
2425,9/28/2021,Fixed (20),0,25,79,394
2426,9/28/2021,Fixed (4),0,123,39,394
2427,9/28/2021,Hist Prev (20),0,63,44,394
2428,9/28/2021,Hist Prev (4),0,123,39,394
2429,9/28/2021,Individual,0,0,0,884
2430,9/28/2021,PET (20),41,30,47,394
2431,9/28/2021,PET (4),41,94,31,394
2432,9/28/2021,tOPS,0,42,47,394
2433,9/29/2021,Fixed (20),0,37,253,61
2434,9/29/2021,Fixed (4),0,173,96,64
2435,9/29/2021,Hist Prev (20),0,112,123,62
2436,9/29/2021,Hist Prev (4),0,173,96,64
2437,9/29/2021,Individual,0,0,0,755
2438,9/29/2021,PET (20),59,75,100,62
2439,9/29/2021,PET (4),59,138,83,62
2440,9/29/2021,tOPS,0,86,124,62
2441,9/30/2021,Fixed (20),0,28,96,240
2442,9/30/2021,Fixed (4),0,135,28,240
2443,9/30/2021,Hist Prev (20),0,68,38,240
2444,9/30/2021,Hist Prev (4),0,135,28,240
2445,9/30/2021,Individual,0,0,0,780
2446,9/30/2021,PET (20),46,28,55,242
2447,9/30/2021,PET (4),46,100,23,242
2448,9/30/2021,tOPS,0,40,54,241
2449,10/1/2021,Fixed (20),0,39,389,55
2450,10/1/2021,Fixed (4),0,188,150,56
2451,10/1/2021,Hist Prev (20),0,139,175,56
2452,10/1/2021,Hist Prev (4),0,197,142,56
2453,10/1/2021,Individual,0,0,0,805
2454,10/1/2021,PET (20),66,71,139,81
2455,10/1/2021,PET (4),66,131,118,81
2456,10/1/2021,tOPS,0,116,194,55
2457,10/4/2021,Fixed (20),0,14,49,56
2458,10/4/2021,Fixed (4),0,65,24,57
2459,10/4/2021,Hist Prev (20),0,40,18,57
2460,10/4/2021,Hist Prev (4),0,69,18,57
2461,10/4/2021,Individual,0,0,0,315
2462,10/4/2021,PET (20),23,18,18,57
2463,10/4/2021,PET (4),23,50,18,57
2464,10/4/2021,tOPS,0,23,24,57
2465,10/5/2021,Fixed (20),0,23,51,259
2466,10/5/2021,Fixed (4),0,112,19,259
2467,10/5/2021,Hist Prev (20),0,57,19,259
2468,10/5/2021,Hist Prev (4),0,112,19,259
2469,10/5/2021,Individual,0,0,0,705
2470,10/5/2021,PET (20),38,23,15,259
2471,10/5/2021,PET (4),38,83,15,259
2472,10/5/2021,tOPS,0,33,19,259
2473,10/6/2021,Fixed (20),0,29,80,85
2474,10/6/2021,Fixed (4),0,139,26,85
2475,10/6/2021,Hist Prev (20),0,96,29,86
2476,10/6/2021,Hist Prev (4),0,139,26,85
2477,10/6/2021,Individual,0,0,0,639
2478,10/6/2021,PET (20),48,29.5,42,85
2479,10/6/2021,PET (4),48,101,23,86
2480,10/6/2021,tOPS,0,49,36,85
2481,10/7/2021,Fixed (20),0,21,20,137
2482,10/7/2021,Fixed (4),0,102,4,137
2483,10/7/2021,Hist Prev (20),0,50,9,137
2484,10/7/2021,Hist Prev (4),0,102,4,137
2485,10/7/2021,Individual,0,0,0,541
2486,10/7/2021,PET (20),35,14,20,138
2487,10/7/2021,PET (4),35,74,4,138
2488,10/7/2021,tOPS,0,21,20,137
2489,10/8/2021,Fixed (20),0,19,80,68
2490,10/8/2021,Fixed (4),0,92,24,68
2491,10/8/2021,Hist Prev (20),0,51,29,68
2492,10/8/2021,Hist Prev (4),0,92,24,68
2493,10/8/2021,Individual,0,0,0,435
2494,10/8/2021,PET (20),31,21,38,68
2495,10/8/2021,PET (4),31,68,21,68
2496,10/8/2021,tOPS,0,34,38,68
2497,10/11/2021,Fixed (20),0,20,53,43
2498,10/11/2021,Fixed (4),0,96,28,44
2499,10/11/2021,Hist Prev (20),0,55,24,43
2500,10/11/2021,Hist Prev (4),0,101,24,43
2501,10/11/2021,Individual,0,0,0,426
2502,10/11/2021,PET (20),33,24,24,43
2503,10/11/2021,PET (4),33,73,24,43
2504,10/11/2021,tOPS,0,35,24,43
2505,10/12/2021,Fixed (20),0,18,0,156
2506,10/12/2021,Fixed (4),0,89,0,157
2507,10/12/2021,Hist Prev (20),0,40,0,156
2508,10/12/2021,Hist Prev (4),0,89,0,157
2509,10/12/2021,Individual,0,0,0,513
2510,10/12/2021,PET (20),30,13,0,156
2511,10/12/2021,PET (4),30,66,0,156
2512,10/12/2021,tOPS,0,18,0,156
2513,10/13/2021,Fixed (20),0,20,51,51
2514,10/13/2021,Fixed (4),0,92,20,52
2515,10/13/2021,Hist Prev (20),0,49,22,51
2516,10/13/2021,Hist Prev (4),0,92,20,52
2517,10/13/2021,Individual,0,0,0,417
2518,10/13/2021,PET (20),32,16,18,52
2519,10/13/2021,PET (4),32,67,18,53
2520,10/13/2021,tOPS,0,31,25,51
2521,10/14/2021,Fixed (20),0,41,39,74
2522,10/14/2021,Fixed (4),0,199,8,75
2523,10/14/2021,Hist Prev (20),0,124,13,74
2524,10/14/2021,Hist Prev (4),0,199,8,75
2525,10/14/2021,Individual,0,0,0,869
2526,10/14/2021,PET (20),68,28,40,74
2527,10/14/2021,PET (4),68,146,8,75
2528,10/14/2021,tOPS,0,45,27,74
2529,10/15/2021,Fixed (20),0,20,79,111
2530,10/15/2021,Fixed (4),0,97,24,111
2531,10/15/2021,Hist Prev (20),0,56,27,111
2532,10/15/2021,Hist Prev (4),0,97,24,111
2533,10/15/2021,Individual,0,0,0,496
2534,10/15/2021,PET (20),33,29,22,110
2535,10/15/2021,PET (4),33,71,22,111
2536,10/15/2021,tOPS,0,33,33,112
2537,10/18/2021,Fixed (20),0,10,75,70
2538,10/18/2021,Fixed (4),0,47,32,70
2539,10/18/2021,Hist Prev (20),0,29,39,70
2540,10/18/2021,Hist Prev (4),0,50,29,70
2541,10/18/2021,Individual,0,0,0,256
2542,10/18/2021,PET (20),16,11,41,70
2543,10/18/2021,PET (4),16,34,29,70
2544,10/18/2021,tOPS,0,29,39,70
2545,10/19/2021,Fixed (20),0,30,53,350
2546,10/19/2021,Fixed (4),0,148,20,351
2547,10/19/2021,Hist Prev (20),0,73,20,351
2548,10/19/2021,Hist Prev (4),0,148,20,351
2549,10/19/2021,Individual,0,0,0,941
2550,10/19/2021,PET (20),50,29,18,350
2551,10/19/2021,PET (4),50,109,18,350
2552,10/19/2021,tOPS,0,40,20,351
2553,10/20/2021,Fixed (20),0,20,40,46
2554,10/20/2021,Fixed (4),0,92,8,46
2555,10/20/2021,Hist Prev (20),0,76,9,48
2556,10/20/2021,Hist Prev (4),0,92,8,46
2557,10/20/2021,Individual,0,0,0,411
2558,10/20/2021,PET (20),33,12,37,46
2559,10/20/2021,PET (4),33,65,8,49
2560,10/20/2021,tOPS,0,27,12,46
2561,10/21/2021,Fixed (20),0,22,86,184
2562,10/21/2021,Fixed (4),0,104,36,184
2563,10/21/2021,Hist Prev (20),0,56,41,184
2564,10/21/2021,Hist Prev (4),0,104,36,184
2565,10/21/2021,Individual,0,0,0,596
2566,10/21/2021,PET (20),36,18,39,202
2567,10/21/2021,PET (4),36,70,20,202
2568,10/21/2021,tOPS,0,26,30,211
2569,10/22/2021,Fixed (20),0,19,78,39
2570,10/22/2021,Fixed (4),0,94,28,39
2571,10/22/2021,Hist Prev (20),0,53,28,39
2572,10/22/2021,Hist Prev (4),0,94,28,39
2573,10/22/2021,Individual,0,0,0,412
2574,10/22/2021,PET (20),32,25,26,39
2575,10/22/2021,PET (4),32,69,24,40
2576,10/22/2021,tOPS,0,35,28,39
2577,10/25/2021,Fixed (20),0,15,20,58
2578,10/25/2021,Fixed (4),0,75,4,58
2579,10/25/2021,Hist Prev (20),0,34,9,58
2580,10/25/2021,Hist Prev (4),0,75,4,58
2581,10/25/2021,Individual,0,0,0,357
2582,10/25/2021,PET (20),25,11,20,58
2583,10/25/2021,PET (4),25,56,4,58
2584,10/25/2021,tOPS,0,17,18,58
2585,10/26/2021,Fixed (20),0,22,50,164
2586,10/26/2021,Fixed (4),0,108,20,164
2587,10/26/2021,Hist Prev (20),0,56,20,164
2588,10/26/2021,Hist Prev (4),0,108,20,164
2589,10/26/2021,Individual,0,0,0,594
2590,10/26/2021,PET (20),37,25,18,164
2591,10/26/2021,PET (4),37,82,18,164
2592,10/26/2021,tOPS,0,32,20,164
2593,10/27/2021,Fixed (20),0,8,30,71
2594,10/27/2021,Fixed (4),0,34,12,71
2595,10/27/2021,Hist Prev (20),0,20,12,71
2596,10/27/2021,Hist Prev (4),0,34,12,71
2597,10/27/2021,Individual,0,0,0,204
2598,10/27/2021,PET (20),12,8,12,72
2599,10/27/2021,PET (4),12,24,12,72
2600,10/27/2021,tOPS,0,14,12,71
2601,10/28/2021,Fixed (20),0,37,68,230
2602,10/28/2021,Fixed (4),0,173,20,230
2603,10/28/2021,Hist Prev (20),0,122,25,231
2604,10/28/2021,Hist Prev (4),0,173,20,230
2605,10/28/2021,Individual,0,0,0,919
2606,10/28/2021,PET (20),59,31,35,230
2607,10/28/2021,PET (4),59,127,19,231
2608,10/28/2021,tOPS,0,46,36,230
2609,10/29/2021,Fixed (20),0,15,40,58
2610,10/29/2021,Fixed (4),0,72,8,58
2611,10/29/2021,Hist Prev (20),0,38,8,58
2612,10/29/2021,Hist Prev (4),0,72,8,58
2613,10/29/2021,Individual,0,0,0,344
2614,10/29/2021,PET (20),25,16,7,57
2615,10/29/2021,PET (4),25,52,7,58
2616,10/29/2021,tOPS,0,19,14,57
